Date,Open,High,Low,Close
2024-11-14,43.27,43.84,42.78,43.48
2024-11-15,44.16,48.63,43.95,46.59
2024-11-18,46.31,46.64,44.15,44.89
2024-11-19,47.52,47.62,45.21,46.38
2024-11-20,46.43,49.83,46.34,48.03
2024-11-21,46.58,49.27,46.43,47.65
2024-11-22,47.29,47.56,45.72,45.76
2024-11-25,44.39,46.246,43.88,43.88
2024-11-26,44.04,44.06,43.23,43.61
2024-11-27,43.69,44.82,43.32,43.45
2024-11-29,43.0,43.08,42.42,42.585
2024-12-02,42.62,42.74,42.14,42.3
2024-12-03,42.6,43.24,41.71,42.07
2024-12-04,41.68,42.39,41.3,42.33
2024-12-05,42.56,42.7,42.11,42.42
2024-12-06,41.68,42.18,41.47,41.76
2024-12-09,41.67,43.07,41.59,42.89
2024-12-10,42.45,42.86,42.02,42.46
2024-12-11,41.59,42.33,41.38,42.13
2024-12-12,42.24,42.92,41.839,42.47
2024-12-13,41.97,43.03,41.75,42.5
2024-12-16,42.3,43.46,42.3,43.22
2024-12-17,43.75,44.5,43.24,44.29
2024-12-18,44.0,51.89,43.38,51.72
2024-12-19,49.59,56.85,48.89,56.14
2024-12-20,55.82,55.98,47.625,48.08
2024-12-23,46.92,48.82,44.38,44.38
2024-12-24,43.97,44.05,42.18,42.28
2024-12-26,42.61,44.016,42.255,42.55
2024-12-27,43.18,46.87,43.088,44.43
2024-12-30,46.92,48.49,44.14,45.53
2024-12-31,44.68,46.26,44.37,45.8
2025-01-02,45.1,49.018,44.85,46.84
2025-01-03,46.0,46.3,44.09,44.1
2025-01-06,43.82,44.88,43.28,43.9
2025-01-07,43.49,47.4,43.4,46.41
2025-01-08,47.08,48.61,45.93,46.34
2025-01-10,47.93,50.47,47.59,49.45
2025-01-13,51.11,51.5,48.12,48.52
2025-01-14,47.63,49.06,46.424,47.42
2025-01-15,45.05,45.155,43.43,43.55
2025-01-16,43.43,43.91,43.113,43.62
2025-01-17,42.97,43.96,42.77,43.96
2025-01-21,43.03,43.4,41.98,42.11
2025-01-22,42.08,42.86,41.98,42.75
2025-01-23,42.55,42.61,41.7,41.93
2025-01-24,41.61,42.15,41.46,41.74
2025-01-27,46.7,46.92,43.94,44.49
2025-01-28,44.0,45.21,42.735,43.02
2025-01-29,42.9,44.56,42.66,42.91
2025-01-30,42.3,43.24,42.16,42.68
2025-01-31,42.14,44.72,41.92,44.12
2025-02-03,47.13,48.2,43.48,45.07
2025-02-04,44.52,45.07,43.42,43.69
2025-02-05,43.74,44.3,42.7,42.8
2025-02-06,42.39,43.33,42.34,42.53
2025-02-07,42.19,44.116,42.13,43.96
2025-02-10,43.17,43.59,42.83,42.85
2025-02-11,43.14,43.33,42.56,42.9
2025-02-12,43.97,44.26,42.64,42.87
2025-02-13,42.81,43.3,42.06,42.06
2025-02-14,42.08,42.47,41.83,42.0
2025-02-18,41.75,42.165,41.44,41.8
2025-02-19,42.2,42.2,41.27,41.27
2025-02-20,41.31,42.3,41.04,41.49
2025-02-21,41.51,44.865,41.49,44.33
2025-02-24,43.85,45.76,43.08,44.7
2025-02-25,45.0,47.03,44.02,45.14
2025-02-26,44.57,45.44,43.04,44.1
2025-02-27,43.48,46.79,43.25,46.57
2025-02-28,47.13,48.15,45.39,45.83
2025-03-03,44.51,50.775,44.51,49.29
2025-03-04,51.57,54.505,48.33,50.59
2025-03-05,50.23,51.75,48.27,48.45
2025-03-06,51.47,53.905,50.16,53.73
2025-03-07,53.39,55.34,51.02,51.23
2025-03-10,53.94,57.87,53.52,56.48
2025-03-11,57.32,60.275,55.94,56.94
2025-03-12,54.71,57.39,53.53,53.97
2025-03-13,54.16,57.57,53.22,56.28
2025-03-14,54.53,54.83,51.27,51.53
2025-03-17,50.943,50.95,49.22,49.51
2025-03-18,49.3,51.64,49.03,50.8
2025-03-19,50.41,50.81,48.0,49.18
2025-03-20,50.01,50.31,47.894,48.33
2025-03-21,49.24,49.98,48.1,48.1
2025-03-24,46.71,46.74,45.16,45.45
2025-03-25,44.94,45.8,44.85,45.8
2025-03-26,45.0,47.98,45.0,46.94
2025-03-27,47.68,48.46,46.585,47.18
2025-03-28,48.06,51.7,47.47,51.42
2025-03-31,54.35,55.31,50.84,51.47
2025-04-01,52.17,54.0,50.69,51.48
2025-04-02,53.65,53.65,49.18,50.09
2025-04-03,57.51,62.61,55.93,62.49
2025-04-04,69.93,76.46,66.72,74.85
2025-04-07,81.74,84.82,68.23,74.35
2025-04-08,67.88,91.19,67.31,85.42
2025-04-09,87.18,89.23,63.35,67.79
2025-04-10,72.09,87.05,69.61,79.2
2025-04-11,81.64,85.79,76.64,77.12
2025-04-14,70.52,75.75,68.03,68.03
2025-04-15,68.5,69.37,65.69,68.32
2025-04-16,70.66,75.31,68.39,73.36
2025-04-17,71.67,73.1,70.94,71.34
2025-04-21,72.25,77.62,72.06,76.52
2025-04-22,73.08,73.49,70.57,70.94
2025-04-23,67.61,70.76,66.29,68.38
2025-04-24,67.82,68.04,65.62,65.86
2025-04-25,65.78,67.26,63.21,63.34
2025-04-28,62.32,66.105,62.32,63.68
2025-04-29,64.28,64.69,62.75,63.02
2025-04-30,65.22,68.47,64.02,64.64
2025-05-01,62.75,64.58,62.57,63.42
2025-05-02,62.17,62.75,60.79,61.01
2025-05-05,62.0,62.64,60.95,62.13
2025-05-06,64.05,64.79,62.693,64.55
2025-05-07,63.73,64.99,62.46,62.83
2025-05-08,61.78,62.241,59.85,60.44
2025-05-09,60.17,60.63,59.28,59.95
